place_id,place_name,url,sg_postal,postal_code,address,lat,lon,place_category,last_update_dt
pid_933,RIVAN COURT,,Singapore 429249,429249,85 DUKU ROAD 429249,,,,02:33.9
pid_934,PEBBLE GARDENS,,Singapore 399832,399832,486A GUILLEMARD ROAD 399832,,,,02:33.9
pid_935,KINGSLEY MANSION,,Singapore 329599,329599,27 BOON TECK ROAD 329599,,,,02:33.9
pid_936,ONE TREE HILL GARDEN,,Singapore 248677,248677,12 ONE TREE HILL 248677,,,,02:33.9
pid_937,DUBLIN LODGE,,Singapore 239818,239818,28 DUBLIN ROAD 239818,,,,02:34.0
pid_938,SOMMERVILLE COURT,,Singapore 358246,358246,21 SOMMERVILLE ROAD 358246,,,,02:34.0
pid_939,TECK GUAN VILLE,,Singapore 466457,466457,336 UPPER EAST COAST ROAD 466457,,,,02:34.0
pid_940,HERTFORD APARTMENTS,,Singapore 219392,219392,40/A-M HERTFORD ROAD 219392,,,,02:34.0
pid_941,GOODLINK PARK,,Singapore 758381,758381,367/A SEMBAWANG ROAD 758381,,,,02:34.0
pid_942,THE VANTAGE,,Singapore 258331,258331,6 ORANGE GROVE ROAD 258331,,,,02:34.0
pid_943,MINBU COURT,,Singapore 308184,308184,54 MINBU ROAD 308184,,,,02:34.0
pid_944,POH LENG BUILDING,,Singapore 328462,328462,21 MOONSTONE LANE 328462,,,,02:34.0
pid_945,SPANISH VILLAGE,,Singapore 268844,268844,56 FARRER ROAD 268844,,,,02:34.0
pid_946,THE HAMLET,,Singapore 357779,357779,33 WOODSVILLE CLOSE 357779,,,,02:34.0
pid_947,GUANG MING INDUSTRIAL BUILDING,,Singapore 534817,534817,65 UPPER PAYA LEBAR ROAD 534817,,,,02:34.0
pid_948,OWEN COURT,,Singapore 218911,218911,102 OWEN ROAD 218911,,,,02:34.0
pid_949,SIMON COURT,,Singapore 545999,545999,51 SIMON PLACE 545999,,,,02:34.0
pid_950,K GARDEN,,Singapore 425616,425616,20 LORONG K TELOK KURAU 425616,,,,02:34.0
pid_951,CHARLESVILLE,,Singapore 534996,534996,418 UPPER PAYA LEBAR ROAD 534996,,,,02:34.0
pid_952,FORTVILLE,,Singapore ROAD,ROAD,NIL FORT ROAD,,,,02:34.0
pid_953,LA VILLE,,Singapore 436885,436885,6D TANJONG RHU ROAD 436885,,,,02:34.0
pid_954,CHUAN HOE MANSION,,Singapore 549848,549848,50 CHUAN HOE AVENUE 549848,,,,02:34.0
pid_955,WHITE HOUSE PARK APARTMENTS,,Singapore ROAD,ROAD,69 STEVENS ROAD,,,,02:34.0
pid_956,THE BALMORAL,,Singapore 259846,259846,14 BALMORAL PARK 259846,,,,02:34.0
pid_957,FLYNN PARK,,Singapore 117755,117755,18 YEW SIANG ROAD 117755,,,,02:34.0
pid_958,PALACE MANSION,,Singapore 398483,398483,8 LORONG 26 GEYLANG 398483,,,,02:34.1
pid_959,EMERALD MANSION,,Singapore 229388,229388,109A EMERALD HILL ROAD 229388,,,,02:34.1
pid_960,FAR HORIZON GARDENS,,Singapore 569763,569763,7 ANG MO KIO AVENUE 9 569763,,,,02:34.1
pid_961,HONG HOCK BUILDING,,Singapore 209196,209196,27 HAMILTON ROAD 209196,,,,02:34.1
pid_962,JUBILATION APARTMENTS,,Singapore 309973,309973,4 AKYAB ROAD 309973,,,,02:34.1
pid_963,114 & 116/A/B/C MACKENZIE,,Singapore 228709,228709,114/A/B/C MACKENZIE ROAD 228709,,,,02:34.1
pid_964,289 BEACH ROAD,,Singapore 199552,199552,289 BEACH ROAD 199552,,,,02:34.1
pid_965,GENTING WAREHOUSE,,Singapore 349557,349557,45 GENTING LANE 349557,,,,02:34.1
pid_966,MANAGEMENT CPORPORATION STRATA TILLE NO 1386,,Singapore 218178,218178,562/A/B/C SERANGOON ROAD 218178,,,,02:34.1
pid_967,PENG'S COURT,,Singapore 423714,423714,226 TEMBELING ROAD 423714,,,,02:34.1
pid_968,KAI SHENG COURT,,Singapore 328691,328691,15B MAR THOMA ROAD 328691,,,,02:34.1
pid_969,LAM SOON INDUSTRIAL BUILDING,,Singapore 669569,669569,63 HILLVIEW AVENUE 669569,,,,02:34.1
pid_970,GENTLE VIEW,,Singapore 309135,309135,7 GENTLE ROAD 309135,,,,02:34.1
pid_971,SATNAM HOUSE,,Singapore 179431,179431,67 HIGH STREET 179431,,,,02:34.1
pid_972,CLYDESVILLE,,Singapore 509435,509435,177F JALAN LOYANG BESAR 509435,,,,02:34.1
pid_973,TAI LEE INDUSTRIAL BUILDING,,Singapore 577182,577182,39 JALAN PEMIMPIN 577182,,,,02:34.1
pid_974,SIXTH AVENUE CENTRE,,Singapore 279883,279883,805 BUKIT TIMAH ROAD 279883,,,,02:34.1
pid_975,THE PEAK,,Singapore 118456,118456,35 PEPYS ROAD 118456,,,,02:34.1
pid_976,MEYSON BUILDING,,Singapore 209065,209065,40/A/B HORNE ROAD 209065,,,,02:34.1
pid_977,SHELFORD MANSION,,Singapore 288421,288421,27 SHELFORD ROAD 288421,,,,02:34.2
pid_978,LOYANG VILLE,,Singapore 509467,509467,205L JALAN LOYANG BESAR 509467,,,,02:34.2
pid_979,NOVENA GARDENS,,Singapore 307644,307644,273 THOMSON ROAD 307644,,,,02:34.2
pid_980,TULIP GARDEN,,Singapore 268817,268817,1 FARRER ROAD 268817,,,,02:34.2
pid_981,UNION ENERGY GROUP BUILDING,,Singapore 349482,349482,25 GENTING ROAD 349482,,,,02:34.2
pid_982,NTUC INCOME HENDERSON INDUSTRIAL,,Singapore 159545,159545,201 HENDERSON ROAD 159545,,,,02:34.2
pid_983,BOON TECK HEIGHTS,,Singapore 329602,329602,31 BOON TECK ROAD 329602,,,,02:34.2
pid_984,DAISY PARK,,Singapore 358266,358266,35A SOMMERVILLE ROAD 358266,,,,02:34.2
pid_985,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1416,,Singapore 118844,118844,27A PASIR PANJANG HILL 118844,,,,02:34.2
pid_986,TECK HENG LONG INDUSTRIAL BUILDING,,Singapore 207629,207629,11 SYED ALWI ROAD 207629,,,,02:34.2
pid_987,PUMPKIN GARDEN,,Singapore ROAD,ROAD,250 TEMBELING ROAD,,,,02:34.2
pid_988,BALESTIER POINT,,Singapore 429727,429727,279 BALESTIER ROAD 429727,,,,02:34.2
pid_989,NO. 2 JALAN LABU,,Singapore 538018,538018,2 JALAN LABU AYER 538018,,,,02:34.2
pid_990,MAYFAIR GARDENS,,Singapore 588373,588373,2 RIFLE RANGE ROAD 588373,,,,02:34.2
pid_991,CONCORDE HOTEL AND SHOPPING MALL,,Singapore 238840,238840,100 ORCHARD ROAD 238840,,,,02:34.2
pid_992,SERANGOON PLAZA,,Singapore 218108,218108,320 SERANGOON ROAD 218108,,,,02:34.2
pid_993,HOLLAND V SHOPPING MALL,,Singapore 277729,277729,3 LORONG LIPUT 277729,,,,02:34.2
pid_994,LEONG BEE BUILDING,,Singapore 207577,207577,178 TYRWHITT ROAD 207577,,,,02:34.2
pid_995,THE 101,,Singapore 189703,189703,101 BEACH ROAD 189703,,,,02:34.2
pid_996,KIMSIA COURT,,Singapore 229001,229001,1 JALAN JINTAN 229001,,,,02:34.2
pid_997,HONG HENG GARDENS,,Singapore 779084,779084,33 SEMBAWANG ROAD 779084,,,,02:34.2
pid_998,WATTEN ESTATE PHASE 5,,Singapore 287601,287601,134 WATTEN ESTATE ROAD 287601,,,,02:34.3
pid_999,SIM LIM SQUARE,,Singapore 188504,188504,1 ROCHOR CANAL ROAD 188504,,,,02:34.3
pid_1000,THE MERGUI,,Singapore 218468,218468,239 RANGOON ROAD 218468,,,,02:34.3
pid_1001,ASIMONT @ BARKER,,Singapore 309948,309948,9 ASIMONT LANE 309948,,,,02:34.3
pid_1002,KING GEORGE'S BUILDING,,Singapore 208576,208576,342/B/C/D KING GEORGES AVENUE 208576,,,,02:34.3
pid_1003,REGENCY PARK,,Singapore 248726,248726,3 NATHAN ROAD 248726,,,,02:34.3
pid_1004,CASA FLORA,,Singapore 467169,467169,21 SALAM WALK 467169,,,,02:34.3
pid_1005,GOLDEN LANDMARK,,Singapore 188061,188061,390 VICTORIA STREET 188061,,,,02:34.3
pid_1006,KILAT 19,,Singapore 598120,598120,19 LORONG KILAT 598120,,,,02:34.3
pid_1007,STILL 123,,Singapore 426775,426775,123 LANGSAT ROAD 426775,,,,02:34.3
pid_1008,LIAN HUAT BUILDING,,Singapore 79024,79024,163 TRAS STREET 79024,,,,02:34.3
pid_1009,KOVAN LODGE,,Singapore 548135,548135,51A KOVAN ROAD 548135,,,,02:34.3
pid_1010,MANAGEMENT CORPN STRATA TITLE PLAN NO 1457,,Singapore 398495,398495,28 LORONG 26 GEYLANG 398495,,,,02:34.3
pid_1011,MARINE VIEW MANSIONS,,Singapore 449273,449273,97 MARINE PARADE ROAD 449273,,,,02:34.3
pid_1012,PACIFIC MANSION (termination),,Singapore 238432,238432,8 RIVER VALLEY CLOSE 238432,,,,02:34.3
pid_1013,THE WINDSOR,,Singapore 576192,576192,9A ONTARIO AVENUE 576192,,,,02:34.3
pid_1014,DE ANGELO,,Singapore 329417,329417,22 JALAN DATOH 329417,,,,02:34.3
pid_1015,ST. MARTIN'S APARTMENTS,,Singapore 257988,257988,1 ST. MARTINS DRIVE 257988,,,,02:34.3
pid_1016,HILLSIDE GARDENS,,Singapore 549024,549024,78 HILLSIDE DRIVE 549024,,,,02:34.3
pid_1017,AU JIANG APARTMENTS.,,Singapore 358458,358458,15 MEYAPPA CHETTIAR ROAD 358458,,,,02:34.3
pid_1018,WISMA ATRIA,,Singapore 238877,238877,435 ORCHARD ROAD 238877,,,,02:34.3
pid_1019,ADIS VILLAS,,Singapore 229976,229976,12 ADIS ROAD 229976,,,,02:34.3
pid_1020,TANGLIN PARK,,Singapore 248471,248471,1B RIDLEY PARK 248471,,,,02:34.4
pid_1021,THE SHELFORD RESIDENCES,,Singapore 288415,288415,25/A/B/C/D SHELFORD ROAD 288415,,,,02:34.4
pid_1022,CHANCERY CORNER,,Singapore 309495,309495,8A CHANCERY LANE 309495,,,,02:34.4
pid_1023,UPPER SERANGOON SHOPPING CENTRE,,Singapore 534626,534626,756 UPPER SERANGOON ROAD 534626,,,,02:34.4
pid_1024,POH LIAN BUILDING,,Singapore 548179,548179,93 KOVAN ROAD 548179,,,,02:34.4
pid_1025,H J HEIGHTS,,Singapore 597665,597665,5 MERBOK CRESCENT 597665,,,,02:34.4
pid_1026,VIEWPOINT CONDO,,Singapore ROAD,ROAD,NIL MEYER ROAD,,,,02:34.4
pid_1027,JIYAH GARDENS,,Singapore HAJIJAH,HAJIJAH,NIL JALAN HAJIJAH,,,,02:34.4
pid_1028,CARDIFF COURT,,Singapore 558962,558962,101 CARDIFF GROVE 558962,,,,02:34.4
pid_1029,MERGUI LODGE,,Singapore 219067,219067,101 MERGUI ROAD 219067,,,,02:34.4
pid_1030,FLAMINGO VALLEY,,Singapore ROAD,ROAD,462 SIGLAP ROAD,,,,02:34.4
pid_1031,STAR MANSIONS,,Singapore 307741,307741,1A SURREY ROAD 307741,,,,02:34.4
pid_1032,YINCHUAN BUILDING,,Singapore 388059,388059,4C LORONG 29 GEYLANG 388059,,,,02:34.4
pid_1033,J COURT,,Singapore 425796,425796,10A LORONG J TELOK KURAU 425796,,,,02:34.4
pid_1034,20 COLLYER QUAY,,Singapore 49319,49319,20 COLLYER QUAY 49319,,,,02:34.4
pid_1035,MAKEWAY VIEW,,Singapore 228599,228599,2 MAKEWAY AVENUE 228599,,,,02:34.4
pid_1036,KILAT CENTRE,,Singapore 598132,598132,33 LORONG KILAT 598132,,,,02:34.4
pid_1037,KOON SENG COURT,,Singapore 427049,427049,117B KOON SENG ROAD 427049,,,,02:34.4
pid_1038,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1510,,Singapore 88335,88335,29B TEO HONG ROAD 88335,,,,02:34.4
pid_1039,GREENDALE COURT,,Singapore 289499,289499,7A GREENDALE AVENUE 289499,,,,02:34.4
pid_1040,ROYALVILLE,,Singapore 279888,279888,835 BUKIT TIMAH ROAD 279888,,,,02:34.4
pid_1041,SOPHIA SERVICE APARTMENTS,,Singapore 228157,228157,77 SOPHIA ROAD 228157,,,,02:34.5
pid_1042,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1516,,Singapore 388603,388603,10 LORONG 15 GEYLANG 388603,,,,02:34.5
pid_1043,ORCHARD CREDIT BUILDING,,Singapore 278690,278690,897 OLD HOLLAND ROAD 278690,,,,02:34.5
pid_1044,TELOK KURAU RIA,,Singapore 425503,425503,58A LORONG L TELOK KURAU 425503,,,,02:34.5
pid_1045,MIN YUAN APARTMENT,,Singapore 187958,187958,62 WATERLOO STREET 187958,,,,02:34.5
pid_1046,THE OCTAGON,,Singapore 69534,69534,105 CECIL STREET 069534,,,,02:34.5
pid_1047,8 ORANGE GROVE,,Singapore 258342,258342,8 ORANGE GROVE ROAD 258342,,,,02:34.5
pid_1048,IXORA COURT (To be liquidated ),,Singapore 309306,309306,17 EVELYN ROAD 309306,,,,02:34.5
pid_1049,PEPYS HILL CONDOMINIUM,,Singapore 118450,118450,19 PEPYS ROAD 118450,,,,02:34.5
pid_1050,DATOH COURT-,,Singapore 329420,329420,32 JALAN DATOH 329420,,,,02:34.5
pid_1051,THE SAPPHIRE (enbloc),,Singapore 329374,329374,53 JALAN DUSUN 329374,,,,02:34.5
pid_1052,FORT APARTMENTS,,Singapore ROAD,ROAD,NIL TANJONG RHU ROAD,,,,02:34.5
pid_1053,GLOBE APARTMENT,,Singapore 388796,388796,12A LORONG 7 GEYLANG 388796,,,,02:34.5
pid_1054,WATERLOO APARTMENTS,,Singapore 187959,187959,64 WATERLOO STREET 187959,,,,02:34.5
pid_1055,ST. THOMAS LODGE,,Singapore 238112,238112,32 ST. THOMAS WALK 238112,,,,02:34.5
pid_1056,38 STEVENS ROAD,,Singapore 257845,257845,38 STEVENS ROAD 257845,,,,02:34.5
pid_1057,YONG SIAK COURT,,Singapore 168646,168646,15 YONG SIAK STREET 168646,,,,02:34.5
pid_1058,GEMINI APARTMENTS,,Singapore 228163,228163,67 JALAN TUA KONG 228163,,,,02:34.5
pid_1059,KENSINGTON PARK,,Singapore 557320,557320,2 KENSINGTON PARK DRIVE 557320,,,,02:34.5
pid_1060,HUA COURT,,Singapore 536139,536139,63 PAYA LEBAR CRESCENT 536139,,,,02:34.5
pid_1061,BUONA VISTA GARDENS,,Singapore 117687,117687,2 ZEHNDER ROAD 117687,,,,02:34.5
pid_1062,ADVANCE APARTMENTS,,Singapore 388222,388222,8 LORONG 25A GEYLANG 388222,,,,02:34.5
pid_1063,SOPHIA MANSION,,Singapore 229977,229977,14 ADIS ROAD 229977,,,,02:34.6
pid_1064,HAIG GARDENS,,Singapore LANE,LANE,55C IPOH LANE,,,,02:34.6
pid_1065,BARTLEY TERRACE,,Singapore 338976,338976,16 GAMBIR WALK 338976,,,,02:34.6
pid_1066,WILKIE COURT,,Singapore 228089,228089,97 WILKIE ROAD 228089,,,,02:34.6
pid_1067,EMERALD LODGE,,Singapore 229401,229401,119 EMERALD HILL ROAD 229401,,,,02:34.6
pid_1068,PRIME INDUSTRIAL BUILDING,,Singapore 577184,577184,39B JALAN PEMIMPIN 577184,,,,02:34.6
pid_1069,HONG JOO INDUSTRIAL BUILDING,,Singapore 787820,787820,449 TAGORE AVENUE 787820,,,,02:34.6
pid_1070,NATHANVILLE,,Singapore 248743,248743,21 NATHAN ROAD 248743,,,,02:34.6
pid_1071,LOYANG GREEN,,Singapore 509447,509447,199F JALAN LOYANG BESAR 509447,,,,02:34.6
pid_1072,MARINE MEADOWS,,Singapore 449529,449529,165 MARINE PARADE ROAD 449529,,,,02:34.6
pid_1073,CENTURY VILLE,,Singapore 258707,258707,4 KENG CHIN ROAD 258707,,,,02:34.6
pid_1074,SULTAN GATE PLACE,,Singapore 198474,198474,1 SULTAN GATE 198474,,,,02:34.6
pid_1075,NTWU BUILDING,,Singapore 387912,387912,18A/B/C LORONG 37 GEYLANG 387912,,,,02:34.6
pid_1076,DEVONSHIRE APARTMENT,,Singapore 239849,239849,17 DEVONSHIRE ROAD 239849,,,,02:34.6
pid_1077,LEYUKE APARTMENTS,,Singapore KURAU,KURAU,28 LORONG K TELOK KURAU,,,,02:34.6
pid_1078,LE GAMBIR,,Singapore 536613,536613,59 LORONG GAMBIR 536613,,,,02:34.6
pid_1079,REX HOUSE,,Singapore 229832,229832,73 BUKIT TIMAH ROAD 229832,,,,02:34.6
pid_1080,FLAME TREE PARK,,Singapore 575728,575728,1 SIN MING AVENUE 575728,,,,02:34.6
pid_1081,KHEAM HOCK GARDENS,,Singapore 298808,298808,38 KHEAM HOCK ROAD 298808,,,,02:34.6
pid_1082,NEWTON LODGE,,Singapore 307968,307968,41 NEWTON ROAD 307968,,,,02:34.6
pid_1083,RAMBUTAN MANSION,,Singapore 424292,424292,16 RAMBUTAN ROAD 424292,,,,02:34.7
pid_1084,BLUWEL HOUSE,,Singapore 398283,398283,25 LORONG 32 GEYLANG 398283,,,,02:34.7
pid_1085,WILKIE APARTMENT,,Singapore 228064,228064,59 WILKIE ROAD 228064,,,,02:34.7
pid_1086,NOVENA COURT,,Singapore 308605,308605,14 JALAN NOVENA BARAT 308605,,,,02:34.7
pid_1087,HENSON WAREHOUSE,,Singapore 408771,408771,143 UBI AVENUE 4 408771,,,,02:34.7
pid_1088,BALESTIER REGENCY,,Singapore 329505,329505,4 JALAN AMPAS 329505,,,,02:34.7
pid_1089,MAISON ROYALE,,Singapore 307740,307740,1 SURREY ROAD 307740,,,,02:34.7
pid_1090,BUKIT TIMAH SHOPPING CENTRE,,Singapore 588179,588179,170 UPPER BUKIT TIMAH ROAD 588179,,,,02:34.7
pid_1091,BETA GROVE,,Singapore 425893,425893,82H/J/K LORONG J TELOK KURAU 425893,,,,02:34.7
pid_1092,JI XIANG COURT,,Singapore 423816,423816,169A TELOK KURAU ROAD 423816,,,,02:34.7
pid_1093,SUTTON PLACE,,Singapore 268829,268829,24 FARRER ROAD 268829,,,,02:34.7
pid_1094,HAIG APARTMENTS,,Singapore 438782,438782,185 HAIG ROAD 438782,,,,02:34.7
pid_1095,AMBER LODGE,,Singapore 439888,439888,50 AMBER ROAD 439888,,,,02:34.7
pid_1096,JIT POH BUILDING,,Singapore 89058,89058,19 KEPPEL ROAD 089058,,,,02:34.7
pid_1097,UNITED HOUSE,,Singapore 228173,228173,20 KRAMAT LANE 228173,,,,02:34.7
pid_1098,EXCELLENCE MANSIONS,,Singapore 388159,388159,7 LORONG 27 GEYLANG 388159,,,,02:34.7
pid_1099,THE ADELPHI,,Singapore 179803,179803,1 COLEMAN STREET 179803,,,,02:34.7
pid_1100,CROWN CENTRE,,Singapore 269694,269694,557 BUKIT TIMAH ROAD 269694,,,,02:34.7
pid_1101,TIARA VISTA,,Singapore 425314,425314,33/A/B LORONG M TELOK KURAU 425314,,,,02:34.7
pid_1102,OLINA LODGE,,Singapore 278735,278735,15 HOLLAND HILL 278735,,,,02:34.7
pid_1103,SOUTH LAKE VILLA,,Singapore 546290,546290,12 ROBEY CRESCENT 546290,,,,02:34.7
pid_1104,MANAGEMENT CORPORATION STRATA TITLE NO. 1621,,Singapore 388704,388704,14/A LORONG 11 GEYLANG 388704,,,,02:34.7
pid_1105,AMPAS APARTMENT,,Singapore 329506,329506,5 JALAN AMPAS 329506,,,,02:34.8
pid_1106,MANAGEMENT CORPORATION STRATA TITLE NO. 1623,,Singapore 427376,427376,56 JOO CHIAT PLACE 427376,,,,02:34.8
pid_1107,GIFFARD MANSION,,Singapore 329810,329810,424 BALESTIER ROAD 329810,,,,02:34.8
pid_1108,MANAGEMENT CORPORATION STRATA TITLE NO. 1625,,Singapore 118544,118544,122 PASIR PANJANG ROAD 118544,,,,02:34.8
pid_1109,WOODSVILLE MANSION,,Singapore 367768,367768,12 WOODSVILLE CLOSE 367768,,,,02:34.8
pid_1110,BOON TECK APARTMENTS,,Singapore 329609,329609,42 BOON TECK ROAD 329609,,,,02:34.8
pid_1111,LINCOLN LODGE,,Singapore 308381,308381,3 KHIANG GUAN AVENUE 308381,,,,02:34.8
pid_1112,CASA FIDELIO,,Singapore 458487,458487,114E FIDELIO STREET 458487,,,,02:34.8
pid_1113,JC VILLE,,Singapore 427907,427907,199 JOO CHIAT PLACE 427907,,,,02:34.8
pid_1114,DUKU COURT,,Singapore 429235,429235,73/A/B DUKU ROAD 429235,,,,02:34.8
pid_1115,KINDOL GARDENS,,Singapore 769686,769686,69/A JALAN MALU-MALU 769686,,,,02:34.8
pid_1116,HENDERSON INDUSTRIAL PARK,,Singapore 159552,159552,211 HENDERSON ROAD 159552,,,,02:34.8
pid_1117,GB BUILDING,,Singapore 69542,69542,143 CECIL STREET 069542,,,,02:34.8
pid_1118,MEI HE GARDENS,,Singapore 359569,359569,14 CROUCHER ROAD 359569,,,,02:34.8
pid_1119,QUEEN ASTRID GARDENS,,Singapore 266881,266881,13 QUEEN ASTRID GARDENS 266881,,,,02:34.8
pid_1120,ELMIRA HEIGHTS,,Singapore 307945,307945,7 NEWTON ROAD 307945,,,,02:34.8
pid_1121,NETWORK COURIER BUILDING,,Singapore ROAD,ROAD,46/A/B/C HORNE ROAD,,,,02:34.8
pid_1122,CASA JERVOIS,,Singapore 249055,249055,99 JERVOIS ROAD 249055,,,,02:34.8
pid_1123,OCTAVILLE,,Singapore 429245,429245,83/A/B DUKU ROAD 429245,,,,02:34.8
pid_1124,LE ARC,,Singapore 398481,398481,6 LORONG 26 GEYLANG 398481,,,,02:34.8
pid_1125,FERNHILL LODGE,,Singapore 259090,259090,31 FERNHILL ROAD 259090,,,,02:34.9
pid_1126,COUNTRY PARK,,Singapore ROAD,ROAD,NIL BEDOK ROAD,,,,02:34.9
pid_1127,AMBER GLADES,,Singapore 439964,439964,30 AMBER GARDENS 439964,,,,02:34.9
pid_1128,BIRCHWOOD MANSIONS,,Singapore 329504,329504,3 JALAN AMPAS 329504,,,,02:34.9
pid_1129,EURO ASIA APARTMENTS,,Singapore 328170,328170,1037 SERANGOON ROAD 328170,,,,02:34.9
pid_1130,RIVER VALLEY APARTMENTS,,Singapore 248298,248298,400V/W/X/Y RIVER VALLEY ROAD 248298,,,,02:34.9
pid_1131,GLENWOOD REGENCY,,Singapore 436884,436884,6A TANJONG RHU ROAD 436884,,,,02:34.9
pid_1132,KAPO FACTORY,,Singapore 367998,367998,80 PLAYFAIR ROAD 367998,,,,02:34.9
pid_1133,JANSEN MANSION,,Singapore 548429,548429,25 JANSEN ROAD 548429,,,,02:34.9
pid_1134,WU DE BUILDING,,Singapore 209946,209946,6A BEATTY ROAD 209946,,,,02:34.9
pid_1135,VERMILION,,Singapore 426258,426258,68 LORONG G TELOK KURAU 426258,,,,02:34.9
pid_1136,BAO DE BUILDING,,Singapore 387940,387940,8 LORONG 35 GEYLANG 387940,,,,02:34.9
pid_1137,NOVENA HILL,,Singapore 308661,308661,57/A/B JALAN NOVENA 308661,,,,02:34.9
pid_1138,GLENFIELD APARTMENTS,,Singapore 427972,427972,291 JOO CHIAT PLACE 427972,,,,02:34.9
pid_1139,TAT HONG INDUSTRIAL BUILDING,,Singapore 369577,369577,11 HOWARD ROAD 369577,,,,02:34.9
pid_1140,SOPHIA FLATS,,Singapore 228051,228051,34/A/B WILKIE ROAD 228051,,,,02:34.9
pid_1141,EBER GARDENS,,Singapore 239763,239763,5/A EBER ROAD 239763,,,,02:34.9
pid_1142,TELOK KURAU VIEW,,Singapore 425687,425687,70 LORONG K TELOK KURAU 425687,,,,02:34.9
pid_1143,TANG PLAZA,,Singapore 238865,238865,320 ORCHARD ROAD 238865,,,,02:34.9
pid_1144,PARKWAY VIEW,,Singapore 449265,449265,39 MARINE PARADE ROAD 449265,,,,02:34.9
pid_1145,THE GALAXY / GALAXY TOWER,,Singapore 424482,424482,30 ONAN ROAD 424482,,,,02:35.0
pid_1146,RICHARDS MANSIONS,,Singapore 546430,546430,21 RICHARDS AVENUE 546430,,,,02:35.0
pid_1147,TREVOSE PARK,,Singapore 298067,298067,66 TREVOSE CRESCENT 298067,,,,02:35.0
pid_1148,KIMLY BUILDING,,Singapore 536197,536197,3 NEW INDUSTRIAL ROAD 536197,,,,02:35.0
pid_1149,HILLODGE,,Singapore 118854,118854,32 PASIR PANJANG HILL 118854,,,,02:35.0
pid_1150,E7 LODGE,,Singapore 416953,416953,66 LORONG MELAYU 416953,,,,02:35.0
pid_1151,CRYSTAL MANSIONS,,Singapore 399165,399165,3 LORONG 6 GEYLANG 399165,,,,02:35.0
pid_1152,GIDEON'S LODGE,,Singapore 428106,428106,49 JOO CHIAT LANE 428106,,,,02:35.0
pid_1153,OAKSWOOD HEIGHTS,,Singapore 88643,88643,47 SPOTTISWOODE PARK ROAD 88643,,,,02:35.0
pid_1154,MOUNT ELIZABETH HOSPITAL & MEDICAL CENTRE,,Singapore 228510,228510,3 MOUNT ELIZABETH 228510,,,,02:35.0
pid_1155,GOLDEN WHEEL BUILDING,,Singapore 349316,349316,41 KALLANG PUDDING ROAD 349316,,,,02:35.0
pid_1156,SAN CENTRE,,Singapore 169877,169877,171 CHIN SWEE ROAD 169877,,,,02:35.0
pid_1157,SHAN GATE APARTMENTS,,Singapore 328103,328103,2 SHAN ROAD 328103,,,,02:35.0
pid_1158,GILSTEAD MANSION,,Singapore 309105,309105,61 GILSTEAD ROAD 309105,,,,02:35.0
pid_1159,JOYFUL MANSION,,Singapore 438867,438867,12 HAIG AVENUE 438867,,,,02:35.0
pid_1160,ROSE GARDEN,,Singapore ROAD,ROAD,121B AMBER ROAD,,,,02:35.0
pid_1161,CLYDESVIEW CONDOMINIUM,,Singapore 159192,159192,16A JERVOIS LANE 159192,,,,02:35.0
pid_1162,WOODSVILLE COURT,,Singapore 359299,359299,8/A/B/C GRAHAM WHITE DRIVE 359299,,,,02:35.0
pid_1163,EASTWIND MANSION,,Singapore 427256,427256,102 JOO CHIAT TERRACE 427256,,,,02:35.0
pid_1164,CASHEW HEIGHTS,,Singapore 679656,679656,85 CASHEW ROAD 679656,,,,02:35.1
pid_1165,BALMORAL CONDOMINIUM,,Singapore 259802,259802,16 BALMORAL ROAD 259802,,,,02:35.1
pid_1166,DELIGHT COURT,,Singapore 387982,387982,16 LORONG 33 GEYLANG 387982,,,,02:35.1
pid_1167,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1711,,Singapore 268395,268395,64 JALAN LIM TAI SEE 268395,,,,02:35.1
pid_1168,CHAR YONG GARDENS,,Singapore 229158,229158,1 HULLET ROAD 229158,,,,02:35.1
pid_1169,LIMAU PARK,,Singapore 468511,468511,36C JALAN LIMAU BALI 468511,,,,02:35.1
pid_1170,CASA CAIRNHILL,,Singapore 228305,228305,1 PECK HAY ROAD 228305,,,,02:35.1
pid_1171,AMBER POINT,,Singapore 439845,439845,1 AMBER ROAD 439845,,,,02:35.1
pid_1172,CASA ESPANIA,,Singapore 538937,538937,17 GAMBIR WALK 538937,,,,02:35.1
pid_1173,Chu Hock Mansions,,Singapore 425972,425972,142/A/B/C LORONG J TELOK KURAU 425972,,,,02:35.1
pid_1174,TG MANSION,,Singapore 426102,426102,87/A-E LORONG H TELOK KURAU 426102,,,,02:35.1
pid_1175,LIAN TONG BUILDING,,Singapore 347780,347780,18 TANNERY LANE 347780,,,,02:35.1
pid_1176,AVON PARK11,,Singapore 357741,357741,1 YOUNGBERG TERRACE 357741,,,,02:35.1
pid_1177,MULAN COURT,,Singapore 437991,437991,3 MEYER PLACE 437991,,,,02:35.1
pid_1178,CHIANG'S COURT,,Singapore 455240,455240,102 UPPER EAST COAST ROAD 455240,,,,02:35.1
